Year,Session Type,Session Title,Division/Unit,Chair Name,Chair Affiliation
2015,Interactive Paper Session,CAT Interactive Papers #2,Communication and Technology,Leah A. Lievrouw,U of California - Los Angeles
2015,Interactive Paper Session,ICA Plenary Interactive Paper/Poster Session III,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2015,Interactive Paper Session,"Children, Adolescents, and the Media Interactive Poster Session",In Event: ICA Plenary Interactive Paper/Poster Session III,,
2015,Interactive Paper Session,Game Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2015,Interactive Paper Session,Health Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2015,Interactive Paper Session,Information Systems Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2015,Interactive Paper Session,Instructional and Developmental Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2015,Interactive Paper Session,Mass Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2015,Interactive Paper Session,Lifespan Communication Theme Interactive Paper Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2015,Interactive Paper Session,Emotion,Information Systems,Narine S. Yegiyan,U of California - Davis
2015,Interactive Paper Session,CAT Interactive Papers #3,Communication and Technology,Marjolijn L. Antheunis,Tilburg University
2015,Interactive Paper Session,CAT Interactive Papers #4,Communication and Technology,Lee Humphreys,Cornell University
2015,Interactive Paper Session,Commercial Aspects of Communication and Technology,Communication and Technology,Agnes Lucy Lando PhD,Daystar University
2015,Interactive Paper Session,Narrative and Media Entertainment,Information Systems,Brandon Harley Nutting,U of South Dakota
2015,Interactive Paper Session,Methodological and Theoretical Advances,Information Systems,James M. Honeycutt,Louisiana State University
2015,Interactive Paper Session,Motivation,Information Systems,Josephine Schmitt,University of Hohenheim
2015,Interactive Paper Session,Studies of Message Properties,Information Systems,Elisabeth Bigsby,U of Illinois
2016,Interactive Paper Session,Important Media and Message Features,Information Systems,Byungho Park,KAIST
2016,Interactive Paper Session,The Role of Emotion in Information Processing,Information Systems,Roselyn J. Lee-Won,School of Communication
2016,Interactive Paper Session,"Bias, Intentionality, Judgment, and Decision Making",Information Systems,Nancy Rhodes,Michigan State University
2016,Interactive Paper Session,ICA Plenary Interactive Paper/Poster Session I,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Communication and Technology Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Global Communication and Social Change Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Intercultural Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Intergroup Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Interpersonal Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Language and Social Interaction Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Mobile Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Organizational Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Public Relations Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session I,,
2016,Interactive Paper Session,Message Processing and Effects,Information Systems,Saleem Elias Alhabash,Michigan State U
2016,Interactive Paper Session,Advances in Audience Research,Information Systems,Rachel L. Bailey,Washington State University
2016,Interactive Paper Session,To Understand Communication and Social Networks,Information Systems,Chen-Chao Tao,National Chiao Tung U
2016,Interactive Paper Session,Motivated Cognition and Behavior,Information Systems,Jennifer Rose Talevich,PhD
2016,Interactive Paper Session,Advertising and Branding,Information Systems,Jacqueline Hitchon,University of Illinois
2016,Interactive Paper Session,Psychophysiological and Neuroscientific Perspectives in Communication,Information Systems,Satoko Kurita,Mie University
2016,Interactive Paper Session,ICA Plenary Interactive Paper/Poster Session II,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,"Children, Adolescents, and the Media Interactive Poster Session",In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,Environmental Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,Game Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,Health Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,Information Systems Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,Instructional and Developmental Communication Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,"Lesbian, Gay, Bisexual, Transgender, & Queer Studies Interactive Poster Session",In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,Mass Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,Sports Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session II,,
2016,Interactive Paper Session,New Opportunities Offered by Media Technologies,Information Systems,Brian Christopher Britt,South Dakota State University
2016,Interactive Paper Session,Processing Social Information,Information Systems,Benjamin K. Johnson,Vrije Universiteit Amsterdam
2016,Interactive Paper Session,Online Communities and Media Technologies,Information Systems,Anika Batenburg,Radboud University
2016,Interactive Paper Session,ICA Plenary Interactive Paper/Poster Session III,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,Communication History Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,Communication Law and Policy Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,Ethnicity and Race in Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,Feminist Scholarship Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,Journalism Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,Media Industry Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,"Philosophy, Theory, and Critique Interactive Poster Session",In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,Political Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,Popular Communication Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,Visual Communication Studies Interactive Poster Session,In Event: ICA Plenary Interactive Paper/Poster Session III,,
2016,Interactive Paper Session,"Cognition, Attitude, and Persuasion",Information Systems,Janet R. Meyer,Kent State U
2016,Interactive Paper Session,Risk Information and Risk Behaviors,Information Systems,Celine Klemm,Vrije Universiteit Amsterdam
2016,Interactive Paper Session,Processing Political and News Information in an Age of Entertainment and Overload,Information Systems,Stephanie Edgerly,Northwestern University
2016,Interactive Paper Session,Emerging Problems Associated With Media Use,Information Systems,Matthias R. Hastall,TU Dortmund U
2016,Interactive Paper Session,Innovative Approaches and New Measures,Information Systems,Petro Tolochko,University of Vienna
2016,Interactive Paper Session,Attention and Divided Attention,Information Systems,Richard Wayne Huskey,The Ohio State University
2016,Interactive Paper Session,"Processing Stories, Films, and Music",Information Systems,Allison Zorzie Shaw,University at Buffalo-SUNY
2016,Interactive Paper Session,Narrative Processing,Information Systems,Elizabeth L. Cohen,West Virginia University
2017,Interactive Paper Session,Making & Doing Exhibition,Making & Doing,,
2017,Interactive Paper Session,CAT Interactive Paper Session 5,Communication and Technology,Daniel Angus,University of Queensland
2017,Interactive Paper Session,ICA Interactive Paper/Poster Session I,In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,"Children, Adolescents, & the Media Interactive Poster Session",In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,Computational Methods Interactive Poster Session,In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,Environmental Communication Interactive Poster Session,In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,Game Studies Interactive Poster Session,In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,Health Communication Interactive Poster Session,In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,Information Systems Interactive Poster Session,In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,Mass Communication Interactive Poster Session,In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,Sports Communication Interactive Poster Session,In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,Theme Interactive Poster Session: Interventions,In Event: ICA Interactive paper/Poster Session I,,
2017,Interactive Paper Session,GIFTS: Great Ideas for Teaching Students,Instructional & Developmental Communication,Stephanie Kelly,North Carolina A&T State U
2017,Interactive Paper Session,Social Brains: Neuroscientific Investigations on Social Influence Processes (High-Density),Communication Science and Biology,Rene Weber,U of California - Santa Barbara
2017,Interactive Paper Session,"Dating, Mating, and Hating: Evolutionary Approaches to Communication Science (High-Density)",Communication Science and Biology,Allison Eden,Michigan State U
2017,Interactive Paper Session,ICA Interactive Paper/Poster Session II,In Event: ICA Interactive Paper/Poster Session II,,
2017,Interactive Paper Session,Communication History Interactive Poster Session,In Event: ICA Interactive Paper/Poster Session II,,
